PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC09_GRADTECH,PUFC11_WORK,PUFC14_PROCC,PUFC17_NATEM,PUFC18_PNWHRS,PUFC19_PHOURS,PUFC23_PCLASS,PUFC41_WQTR,PUFNEWEMPSTAT
0,15,3,11,0,0,43,3,0,0,5,1,1
1,58,2,20,0,0,43,3,0,0,5,0,1
0,55,2,20,0,1,29,1,8,40,1,2,0
1,27,3,20,1,0,43,3,0,0,5,0,2
1,26,4,20,0,1,38,1,8,48,2,2,0
1,60,2,14,0,0,43,3,0,0,5,0,1
0,55,2,4,0,0,43,3,0,0,5,0,1
1,22,3,20,0,1,5,1,8,48,2,2,0
1,20,3,20,0,0,43,3,0,0,5,1,2
1,31,2,3,1,1,37,1,8,48,2,2,0
0,31,2,3,1,1,17,1,9,54,2,2,0
1,27,2,14,1,1,5,1,8,48,2,2,0
0,28,2,3,0,1,17,1,9,54,2,2,0
1,35,2,14,0,1,33,1,9,63,4,2,0
1,53,2,14,0,1,11,1,10,20,2,2,0
0,53,2,7,0,0,43,3,0,0,5,0,1
1,36,2,20,0,1,34,1,7,35,2,2,0
0,37,2,14,0,0,43,3,0,0,5,0,1
1,66,2,4,0,1,7,1,8,8,1,2,0
0,51,2,4,0,0,43,3,0,0,5,0,1
0,24,3,20,0,0,43,3,0,0,5,1,1
1,22,3,20,0,0,43,3,0,0,5,2,2
1,31,2,14,0,1,19,1,5,30,4,2,0
0,29,2,20,0,0,43,3,0,0,5,0,1
1,53,2,13,0,0,33,1,10,0,4,2,0
1,23,3,9,0,1,11,1,6,36,3,2,0
1,45,2,13,0,1,33,1,8,48,4,2,0
0,44,2,0,0,1,8,1,7,42,3,2,0
1,19,3,14,0,0,43,3,0,0,5,0,1
0,55,3,0,0,0,43,3,0,0,5,0,1
1,49,3,14,0,1,32,1,4,28,3,2,0
1,22,3,4,0,1,39,1,8,48,2,2,0
1,21,3,4,0,1,36,1,6,18,2,2,0
1,16,3,4,0,1,39,1,12,24,2,2,0
1,49,2,14,0,1,11,1,14,56,2,2,0
0,46,2,4,0,0,43,3,0,0,5,2,1
0,22,2,20,0,1,32,1,8,48,2,2,0
1,22,2,20,0,1,32,1,8,48,2,2,0
0,38,2,13,0,1,8,0,6,6,3,2,0
1,49,2,14,0,1,34,1,8,48,2,2,0
0,46,2,14,0,1,8,1,4,28,3,2,0
1,41,2,4,0,1,4,1,8,48,2,2,0
0,40,2,11,0,0,43,3,0,0,5,0,1
0,16,3,11,0,1,31,1,12,72,3,2,0
1,22,2,11,0,1,22,1,10,30,2,2,0
1,71,5,0,0,0,43,3,0,0,5,0,1
0,52,3,14,0,1,31,1,12,84,3,2,0
1,32,2,20,0,1,12,1,8,48,2,2,0
0,31,2,20,0,0,43,3,0,0,5,0,1
1,51,2,7,0,1,1,1,8,24,2,2,0
0,45,2,12,0,1,31,1,8,16,1,2,0
1,20,3,13,0,0,43,3,0,0,5,2,2
0,19,3,14,0,1,36,2,3,21,7,0,0
0,16,3,14,0,1,36,2,3,21,7,0,0
1,49,2,9,0,1,11,1,6,24,2,2,0
0,45,2,8,0,0,43,3,0,0,5,0,1
1,26,2,20,0,0,43,3,0,0,5,0,1
0,24,2,14,0,1,39,1,12,72,2,2,0
1,55,2,14,0,1,19,1,7,49,4,2,0
0,49,2,14,0,1,32,1,8,32,2,2,0
0,16,3,14,0,1,13,2,3,21,7,2,0
0,15,3,12,0,1,13,2,3,21,7,2,0
1,72,2,9,0,1,36,1,4,8,2,2,0
0,67,2,9,0,0,43,3,0,0,5,0,1
0,29,3,14,0,1,19,1,10,70,4,2,0
1,18,3,13,0,1,22,1,5,35,7,2,0
1,59,2,4,0,1,19,1,4,12,0,2,0
0,57,2,4,0,1,19,1,7,49,4,2,0
0,31,3,4,0,0,43,3,0,0,5,0,1
0,66,2,4,0,0,43,3,0,0,5,0,1
1,27,3,2,0,0,43,3,0,0,5,0,2
0,67,5,0,0,1,0,1,8,16,0,2,0
1,41,2,2,0,1,0,1,6,24,4,2,0
0,43,2,2,0,0,43,3,0,0,5,0,1
1,50,3,20,0,0,43,3,0,0,5,0,1
0,48,1,14,0,1,8,1,6,42,3,2,0
1,18,3,20,0,0,43,3,0,0,5,2,2
1,25,2,20,0,1,33,1,4,24,4,2,0
0,20,2,20,0,1,10,2,8,40,2,2,0
1,47,2,2,0,0,43,3,0,0,5,2,1
0,36,2,20,0,1,42,1,8,48,2,2,0
1,43,2,14,0,1,4,1,8,48,2,2,0
0,42,2,2,0,1,36,2,6,42,4,2,0
1,46,2,14,1,1,11,1,8,40,2,2,0
0,47,2,0,0,1,36,1,4,16,2,2,0
1,20,3,20,0,1,15,1,8,48,2,2,0
1,75,2,4,0,0,43,3,0,0,5,0,1
0,76,2,14,1,0,43,3,0,0,5,0,1
1,35,2,8,0,1,4,1,8,48,2,2,0
1,64,2,14,0,0,43,3,0,0,5,0,1
0,63,2,13,0,0,43,3,0,0,5,1,1
0,36,2,3,0,0,43,3,0,0,5,0,1
1,34,1,13,0,1,1,2,8,24,2,2,0
0,24,3,20,0,1,15,1,8,48,2,2,0
0,19,3,20,0,0,43,3,0,0,5,1,2
1,57,2,4,0,1,14,1,6,36,2,2,0
0,47,2,4,0,1,8,1,5,35,3,2,0
1,29,2,13,0,1,1,2,6,30,2,2,0
1,39,5,8,0,1,1,2,8,48,2,2,0
0,54,2,14,0,1,19,1,14,98,4,2,0
0,30,3,20,0,1,15,1,8,48,2,2,0
1,25,3,20,0,1,6,1,8,48,2,2,0
0,33,2,20,0,0,43,3,0,0,5,0,1
0,80,3,6,0,0,43,3,0,0,5,0,1
1,54,2,2,0,1,33,1,12,60,4,2,0
0,38,2,13,0,1,32,1,8,56,2,2,0
0,16,2,13,0,0,43,3,0,0,5,1,1
1,69,2,20,0,1,33,1,2,6,0,2,0
0,67,2,20,0,0,43,3,0,0,5,0,1
0,68,5,8,0,0,43,3,0,0,5,0,1
1,40,2,20,1,1,37,2,4,4,2,0,0
0,39,2,0,0,0,43,3,0,0,5,0,1
1,54,3,14,0,0,43,3,0,0,5,0,2
1,63,2,14,0,0,43,3,0,0,5,0,1
0,54,2,14,0,0,32,1,8,0,2,2,0
0,24,3,20,0,1,10,1,8,40,2,2,0
0,23,3,14,1,1,19,1,12,84,4,2,0
1,57,2,20,0,1,42,1,8,40,1,2,0
0,53,2,2,0,0,43,3,0,0,5,0,1
0,30,3,20,1,1,42,1,8,40,1,2,0
0,28,3,20,0,0,43,3,0,0,5,0,1
1,18,3,2,0,1,32,2,6,36,2,2,0
1,62,2,20,0,1,33,1,10,60,4,2,0
0,60,2,20,1,1,33,1,8,40,4,2,0
0,28,3,20,0,1,17,2,8,32,7,0,0
0,49,3,4,0,1,8,1,10,70,3,2,0
1,83,2,20,0,0,43,3,0,0,5,0,1
0,73,2,20,0,0,43,3,0,0,5,0,1
0,46,2,20,0,0,43,3,0,0,5,0,1
1,69,2,20,0,0,43,3,0,0,5,0,1
1,53,2,4,0,1,11,1,8,48,2,2,0
0,45,2,4,0,0,43,3,0,0,5,0,1
0,24,3,11,0,1,36,1,6,36,2,2,0
0,22,3,8,0,1,14,1,12,72,2,2,0
1,18,3,11,0,0,43,3,0,0,5,0,1
0,16,3,4,0,0,43,3,0,0,5,1,1
1,31,2,1,0,0,43,3,0,0,5,0,2
0,20,2,14,0,0,43,3,0,0,5,0,1
0,27,3,14,0,1,17,1,6,36,2,2,0
0,24,3,12,0,1,32,1,2,4,2,2,0
1,33,2,20,0,1,5,1,8,48,2,2,0
0,31,2,20,0,1,19,1,8,48,2,2,0
0,16,3,12,0,1,31,1,10,70,3,2,0
0,67,3,4,0,1,32,1,2,2,3,2,0
0,65,3,4,0,1,35,1,3,15,4,2,0
1,50,2,11,0,1,22,1,9,54,2,2,0
0,37,2,4,0,1,32,0,10,30,2,2,0
0,63,5,12,0,0,43,3,0,0,5,0,1
0,63,5,14,0,1,36,1,5,10,2,2,0
0,63,2,20,0,0,43,3,0,0,5,0,1
1,70,2,2,0,0,43,3,0,0,5,0,1
1,40,2,20,0,0,19,1,6,0,0,2,0
1,57,2,14,0,1,19,1,6,42,0,2,0
0,54,2,14,0,1,36,1,6,42,7,2,0
1,30,2,14,0,1,36,1,6,42,6,2,0
0,31,2,13,0,1,36,1,6,42,6,2,0
1,58,2,14,0,0,43,3,0,0,5,0,1
0,46,2,14,0,1,8,1,6,6,3,2,0
1,21,3,14,0,0,43,3,0,0,5,2,2
0,54,1,14,0,0,43,3,0,0,5,2,1
0,85,3,15,0,0,43,3,0,0,5,0,1
1,32,2,20,0,1,22,1,3,21,7,2,0
0,28,2,14,1,1,19,1,10,60,4,2,0
1,44,2,16,0,1,33,1,8,40,1,2,0
0,40,2,20,0,1,19,1,16,112,4,2,0
1,18,3,0,0,1,22,2,3,21,7,0,0
1,49,2,3,0,1,33,1,14,28,4,2,0
0,46,2,20,0,1,19,1,7,21,4,2,0
1,26,3,20,0,1,5,1,8,40,2,2,0
1,22,3,0,0,1,36,2,8,48,2,0,0
1,24,2,2,0,1,27,1,8,40,2,2,0
0,25,2,3,0,1,10,1,8,40,2,2,0
1,53,2,20,0,1,37,1,8,48,2,2,0
0,47,2,20,0,0,43,3,0,0,5,0,1
1,24,3,20,0,0,43,3,0,0,5,1,2
0,22,3,20,0,1,10,1,8,40,2,2,0
1,52,1,20,0,1,11,1,8,48,2,2,0
1,55,3,20,0,0,43,3,0,0,5,0,1
0,58,2,20,0,0,43,3,0,0,5,0,1
0,29,3,20,0,1,15,1,8,40,2,2,0
1,22,3,20,0,0,43,3,0,0,5,0,2
0,25,2,20,0,0,43,3,0,0,5,0,2
1,49,2,14,0,1,11,1,4,12,3,2,0
1,26,2,3,0,0,43,3,0,0,5,1,1
0,26,2,3,0,1,22,1,10,30,2,2,0
1,75,2,14,1,0,43,3,0,0,5,0,1
0,72,2,20,0,1,6,1,5,20,4,2,0
0,36,1,20,0,0,43,3,0,0,5,0,1
1,54,2,14,1,1,19,1,8,48,0,2,0
0,56,2,20,0,0,43,3,0,0,5,0,1
0,24,3,20,0,1,18,1,8,40,1,0,0
1,83,2,11,0,0,43,3,0,0,5,0,1
0,80,2,12,1,1,19,1,7,49,4,2,0
1,53,2,14,0,0,11,2,12,0,3,2,0
0,47,2,14,0,1,22,2,7,49,7,0,0
1,34,2,12,0,1,32,1,8,40,2,2,0
0,29,2,12,0,1,19,1,13,91,4,2,0
0,51,1,14,0,1,14,1,10,60,2,2,0
0,25,3,2,0,0,43,3,0,0,5,2,2
0,23,3,14,0,1,36,2,10,60,2,2,0
0,22,3,14,0,0,43,3,0,0,5,2,2
1,55,1,14,1,1,19,1,16,112,4,2,0
0,23,3,3,0,1,29,2,8,48,2,2,0
0,20,3,11,0,0,43,3,0,0,5,1,1
1,21,2,3,0,0,43,3,0,0,5,1,1
0,24,2,14,0,0,32,1,8,0,2,2,0
0,84,5,12,0,0,43,3,0,0,5,0,1
1,66,2,14,0,0,43,3,0,0,5,0,1
0,63,2,2,0,0,43,3,0,0,5,0,1
0,66,4,20,0,0,19,1,1,0,4,2,0
1,42,2,14,0,1,33,1,10,70,4,2,0
0,45,2,2,0,1,22,1,8,56,7,2,0
1,25,4,20,0,1,21,1,8,40,2,2,0
1,22,4,20,0,1,22,1,6,42,7,2,0
1,20,3,2,0,1,22,1,4,24,7,2,0
1,32,2,13,0,1,11,1,8,56,2,2,0
0,26,2,0,0,0,43,3,0,0,5,0,1
1,61,2,20,0,1,19,1,10,70,4,2,0
0,68,2,4,0,1,22,1,8,56,7,2,0
1,37,2,20,0,1,22,1,6,36,7,2,0
1,20,2,13,0,0,22,1,8,0,2,2,0
0,20,2,0,0,1,36,2,8,8,2,2,0
0,46,2,11,0,1,39,1,7,28,2,2,0
1,36,2,9,0,0,43,3,0,0,5,2,2
1,19,3,11,0,1,27,1,8,40,2,2,0
1,53,2,12,0,0,43,3,0,0,5,2,2
0,53,2,2,0,1,33,1,6,12,4,2,0
1,29,3,3,0,0,6,1,4,0,2,2,0
0,54,1,13,0,1,33,1,2,14,4,2,0
1,52,3,6,0,0,43,3,0,0,5,1,1
1,30,2,14,1,1,34,1,12,84,2,2,0
0,29,2,14,0,0,43,3,0,0,5,0,1
1,38,2,4,0,1,22,1,8,8,2,2,0
0,26,2,4,0,0,43,3,0,0,5,2,1
1,75,2,14,0,1,19,1,10,70,4,2,0
0,78,2,7,0,1,22,1,8,56,7,2,0
0,74,5,4,0,0,43,3,0,0,5,0,1
1,30,2,4,0,1,4,1,8,40,2,2,0
0,33,2,13,0,0,43,3,0,0,5,0,1
0,34,2,4,0,1,39,1,11,66,2,2,0
1,36,2,4,0,1,22,2,8,48,2,2,0
1,44,2,13,0,1,34,1,12,72,2,2,0
0,22,2,14,0,1,36,1,12,72,2,2,0
0,70,2,12,0,0,43,3,0,0,5,0,1
1,66,2,7,0,0,43,3,0,0,5,0,1
0,36,2,8,0,1,8,1,12,84,3,2,0
1,49,2,11,0,1,35,2,12,84,2,2,0
0,51,2,4,0,1,35,2,12,84,2,2,0
1,20,3,20,0,1,32,2,8,40,2,2,0
1,25,2,11,0,0,43,3,0,0,5,0,1
1,62,3,4,0,1,22,2,8,24,2,2,0
1,57,3,4,0,1,35,2,12,84,2,2,0
1,25,2,12,0,1,22,1,8,40,2,2,0
0,17,2,13,0,0,43,3,0,0,5,0,1
0,55,5,4,0,0,43,3,0,0,5,0,1
1,27,2,14,0,1,36,1,8,48,2,2,0
0,25,2,17,0,1,36,1,8,48,2,2,0
0,50,5,4,0,1,10,1,6,42,1,2,0
0,32,2,14,0,1,32,2,2,14,1,2,0
1,29,2,11,0,1,4,1,8,48,2,2,0
0,48,2,2,0,0,43,3,0,0,5,2,1
1,25,3,14,0,1,34,2,12,84,2,2,0
1,21,3,0,0,0,4,2,8,0,2,2,0
1,59,2,20,0,1,5,1,8,40,7,2,0
0,60,2,20,0,1,0,1,8,40,0,2,0
1,26,2,20,0,1,0,1,10,48,4,2,0
0,25,2,20,0,1,10,1,8,40,2,2,0
0,37,1,4,0,1,36,1,16,112,2,2,0
1,19,3,2,0,1,22,1,10,70,2,2,0
1,48,2,4,0,1,11,1,10,60,2,2,0
0,40,2,12,0,0,43,3,0,0,5,0,1
1,19,3,20,0,1,32,2,7,42,2,2,0
1,30,2,14,0,1,22,1,12,72,2,2,0
0,25,2,11,0,0,43,3,0,0,5,0,1
1,30,2,14,0,1,22,1,8,48,2,2,0
0,32,2,14,0,1,31,1,10,50,2,2,0
1,55,2,2,0,1,29,1,8,40,2,2,0
0,54,2,20,0,0,43,3,0,0,5,0,1
1,27,3,20,0,1,27,1,8,40,2,2,0
0,23,3,20,0,0,43,3,0,0,5,2,2
1,35,2,14,0,1,34,1,8,56,2,2,0
0,30,2,4,0,0,43,3,0,0,5,0,1
1,27,2,14,0,1,11,1,15,75,2,2,0
0,25,2,3,0,1,36,2,4,24,4,2,0
0,45,2,14,0,1,14,1,7,42,2,2,0
1,47,2,14,0,1,23,1,10,70,2,2,0
0,20,3,14,0,0,14,1,8,0,2,2,0
0,16,3,14,0,0,43,3,0,0,5,0,1
1,40,1,14,0,1,22,2,8,40,2,2,0
0,55,2,20,0,1,39,1,8,56,2,2,0
0,26,3,14,0,1,39,1,8,56,2,2,0
1,45,2,20,1,1,33,1,14,71,4,2,0
0,29,2,14,0,1,19,1,10,50,4,2,0
1,46,2,14,0,1,33,1,8,56,4,2,0
0,41,2,13,0,1,19,1,15,105,4,2,0
0,19,3,20,0,1,29,2,8,32,2,0,0
1,51,2,20,0,1,33,1,16,112,4,2,0
0,37,2,20,0,1,19,1,12,84,4,2,0
1,27,2,14,0,1,22,1,8,48,2,2,0
0,23,2,0,0,1,10,2,8,48,2,2,0
1,52,2,14,0,1,34,1,12,84,1,2,0
0,49,2,14,0,1,19,2,4,20,4,2,0
1,62,2,3,0,1,33,1,12,84,4,2,0
0,46,2,4,0,1,19,1,15,105,4,2,0
0,51,2,4,0,0,43,3,0,0,5,0,1
1,25,3,17,0,0,43,3,0,0,5,0,2
1,27,2,14,0,1,22,2,12,72,2,2,0
1,58,5,4,0,1,14,1,9,54,2,2,0
0,35,3,13,0,1,39,1,8,48,2,2,0
1,55,2,14,0,1,11,1,9,63,2,2,0
0,52,2,13,0,0,43,3,0,0,5,0,1
1,45,2,4,0,1,36,1,6,42,4,2,0
0,38,2,6,0,0,43,3,0,0,5,0,1
0,19,3,14,0,1,31,1,12,72,3,2,0
1,39,2,12,0,1,33,1,10,70,4,2,0
0,39,2,14,0,1,14,1,6,24,2,2,0
1,31,2,0,0,1,27,1,8,48,2,2,0
0,31,2,14,0,1,8,1,10,60,2,2,0
1,46,2,14,0,1,34,1,12,72,2,2,0
1,18,2,13,0,1,22,2,8,48,2,2,0
1,21,2,11,0,1,19,1,9,63,4,2,0
0,18,2,12,0,0,43,3,0,0,5,0,1
1,35,1,14,0,1,11,1,8,48,2,2,0
1,32,2,4,0,1,39,1,8,48,2,2,0
0,29,2,14,0,0,43,3,0,0,5,2,1
0,60,5,14,0,1,33,1,6,30,4,2,0
1,44,2,4,0,1,22,1,9,54,2,2,0
0,35,2,4,0,0,43,3,0,0,5,0,1
1,17,3,4,0,0,43,3,0,0,5,0,2
0,16,3,11,0,1,36,1,9,54,2,2,0
0,45,3,4,0,1,14,1,9,45,2,2,0
1,33,2,13,0,0,43,3,0,0,5,0,2
0,34,2,0,0,1,36,1,8,48,2,2,0
1,44,2,5,0,1,22,1,8,48,2,2,0
0,39,2,14,0,0,43,3,0,0,5,0,1
1,37,2,14,0,1,4,1,8,48,2,2,0
0,35,2,14,0,1,14,1,9,54,2,2,0
1,41,2,14,0,1,11,1,10,70,2,2,0
0,31,2,13,0,0,43,3,0,0,5,0,1
1,70,2,4,0,1,33,1,6,42,4,2,0
1,26,2,14,0,1,11,1,8,48,1,2,0
1,24,2,14,0,1,19,1,4,24,4,2,0
0,60,5,14,0,0,43,3,0,0,5,0,1
1,34,1,14,1,1,33,1,5,35,0,2,0
1,60,2,14,0,1,0,2,2,6,4,2,0
0,57,2,4,0,1,14,1,8,48,2,2,0
0,31,1,17,0,1,19,1,8,48,2,2,0
1,34,2,14,0,1,11,2,8,16,2,2,0
0,32,2,12,0,0,43,3,0,0,5,0,1
1,63,3,4,0,0,43,3,0,0,5,0,1
1,41,3,14,0,1,36,1,8,56,2,2,0
1,51,2,2,0,1,27,1,8,48,2,2,0
0,51,2,13,0,0,43,3,0,0,5,0,1
1,24,3,7,0,0,43,3,0,0,5,1,2
1,26,3,13,0,1,32,1,8,48,2,2,0
1,38,2,4,0,1,22,1,8,48,2,2,0
1,19,3,4,0,0,43,3,0,0,5,1,1
1,63,2,12,0,1,17,1,2,4,2,2,0
0,57,2,9,0,0,43,3,0,0,5,1,1
1,45,2,0,0,1,4,1,8,48,2,2,0
0,47,2,14,0,1,19,1,5,35,4,2,0
0,61,5,20,0,1,33,1,8,40,1,2,0
1,34,2,20,0,1,10,1,8,40,2,2,0
0,35,2,20,0,0,43,3,0,0,5,0,1
0,73,3,4,0,0,43,3,0,0,5,0,1
1,39,2,13,0,1,19,1,12,84,0,2,0
0,35,2,13,0,0,43,3,0,0,5,0,1
1,41,1,0,0,1,11,2,12,72,2,2,0
1,45,2,4,0,1,4,1,8,48,2,2,0
0,52,2,20,0,0,43,3,0,0,5,0,1
0,20,3,20,0,1,42,1,8,40,2,2,0
1,18,3,20,0,1,32,1,8,48,2,2,0
1,36,2,20,0,1,37,1,8,40,2,2,0
0,39,2,20,0,0,43,3,0,0,5,0,1
1,43,2,20,0,1,11,1,12,84,2,2,0
1,29,3,14,0,1,22,1,14,42,2,2,0
1,43,2,14,0,0,11,1,10,0,2,2,0
0,38,2,14,0,1,36,1,8,48,2,0,0
1,31,2,13,0,1,10,1,4,24,2,2,0
0,30,2,20,0,1,36,1,8,48,2,2,0
1,25,2,20,0,1,27,1,10,60,2,2,0
0,21,2,2,0,0,43,3,0,0,5,2,1
1,70,2,4,0,0,43,3,0,0,5,0,1
0,69,2,4,0,0,43,3,0,0,5,0,1
1,59,2,14,0,1,11,1,8,40,1,2,0
0,36,3,2,0,1,15,1,8,40,1,2,0
1,21,3,2,0,1,22,1,10,60,2,0,0
1,51,2,3,0,1,33,1,10,50,4,2,0
0,52,2,20,0,0,43,3,0,0,5,0,1
1,31,2,20,0,1,29,1,8,48,2,2,0
0,26,2,14,0,0,43,3,0,0,5,0,1
1,45,2,0,0,1,0,1,6,42,4,2,0
0,48,2,0,0,1,36,1,6,42,7,2,0
1,73,5,6,0,0,43,3,0,0,5,0,1
1,36,2,20,0,1,36,1,12,72,2,2,0
0,30,2,4,0,0,43,3,0,0,5,0,1
1,42,2,14,0,1,11,1,14,56,2,2,0
0,38,2,14,0,1,36,1,4,28,2,2,0
0,16,3,17,0,0,43,3,0,0,5,1,1
1,78,2,4,0,0,43,3,0,0,5,0,1
0,72,2,4,0,0,43,3,0,0,5,0,1
1,35,1,13,0,0,43,3,0,0,5,0,1
0,55,1,2,0,1,36,1,10,60,2,2,0
1,22,3,20,0,0,43,3,0,0,5,1,1
1,46,2,20,0,1,37,0,4,20,2,2,0
0,49,2,14,0,1,19,1,4,24,4,2,0
0,51,1,2,0,0,43,3,0,0,5,0,1
0,32,2,20,0,0,43,3,0,0,5,0,1
0,75,5,20,0,0,43,3,0,0,5,0,1
1,52,2,20,0,1,42,1,8,40,2,2,0
0,51,2,20,0,1,38,1,8,40,1,2,0
0,30,3,20,0,1,5,1,8,40,2,2,0
0,23,3,20,0,1,10,1,8,48,2,2,0
1,27,2,20,0,1,5,1,8,48,2,2,0
0,26,2,20,0,1,10,1,8,40,2,2,0
1,60,2,20,0,1,19,1,12,84,0,2,0
0,42,2,14,0,1,36,1,12,84,7,2,0
0,65,2,14,0,0,43,3,0,0,5,0,1
1,78,2,14,0,0,43,3,0,0,5,0,1
1,32,3,4,0,1,22,1,8,16,2,2,0
0,79,5,11,0,0,43,3,0,0,5,0,1
1,42,2,4,0,1,22,1,8,40,2,2,0
0,46,2,4,0,1,8,1,10,60,3,2,0
1,31,3,4,0,1,11,1,8,40,2,2,0
1,28,3,9,0,0,43,3,0,0,5,0,1
1,34,2,12,0,1,11,1,10,40,2,2,0
0,34,2,12,0,1,32,0,4,4,2,2,0
1,57,2,12,0,1,34,1,6,24,1,2,0
0,55,2,11,0,0,43,3,0,0,5,0,1
1,57,2,9,0,1,19,1,8,48,0,2,0
0,57,2,12,0,1,19,1,8,48,0,2,0
1,40,2,20,0,1,11,1,6,24,6,2,0
0,36,2,3,0,0,43,3,0,0,5,0,1
1,32,3,14,0,1,11,1,6,24,6,2,0
0,75,2,4,0,0,43,3,0,0,5,0,1
1,32,2,14,0,1,22,1,6,24,2,2,0
0,26,2,14,0,1,19,1,10,70,4,2,0
1,74,2,8,0,1,33,1,4,28,4,2,0
0,66,2,4,0,1,1,1,4,28,7,2,0
1,70,2,8,0,1,33,1,4,28,0,2,0
0,69,2,8,0,1,19,1,8,56,4,2,0
1,30,3,14,0,0,19,1,10,0,0,2,0
1,51,2,8,0,1,1,1,8,24,2,2,0
1,21,3,20,0,1,27,1,8,40,2,2,0
1,37,2,12,0,1,40,1,6,42,4,2,0
0,38,2,12,0,0,43,3,0,0,5,0,1
0,42,2,20,0,1,33,1,4,28,0,2,0
1,63,2,8,0,0,43,3,0,0,5,0,1
0,59,2,14,0,1,7,1,4,20,1,2,0
1,30,2,14,0,1,22,1,8,48,2,2,0
0,28,2,14,0,1,15,1,8,48,2,2,0
1,85,3,15,0,0,43,3,0,0,5,1,1
1,49,2,14,0,1,1,1,8,16,2,2,0
0,40,2,4,0,1,1,1,8,16,2,2,0
1,45,2,14,0,1,1,1,8,16,2,2,0
0,45,2,20,0,0,43,3,0,0,5,0,1
1,19,3,20,0,0,43,3,0,0,5,1,1
1,63,2,11,0,1,33,1,4,28,0,2,0
0,60,2,12,0,0,43,3,0,0,5,0,1
0,40,3,14,0,0,43,3,0,0,5,2,2
1,30,3,14,0,1,1,2,4,28,7,2,0
1,36,3,0,0,1,10,1,8,48,2,2,0
1,48,2,15,0,1,33,1,8,56,4,2,0
0,49,2,11,0,1,36,1,6,42,4,2,0
1,41,1,7,0,0,43,3,0,0,5,2,1
1,43,2,9,0,1,22,0,8,8,2,2,0
1,47,2,4,0,1,32,1,8,40,1,2,0
0,47,2,7,0,1,19,1,8,56,4,2,0
0,28,3,9,0,1,36,1,4,28,7,2,0
1,61,2,14,1,1,33,1,10,40,4,2,0
0,60,2,14,0,1,22,2,5,10,2,2,0
1,49,2,14,0,1,33,1,10,40,4,2,0
0,44,2,13,0,0,43,3,0,0,5,0,1
0,21,3,14,0,0,43,3,0,0,5,1,1
1,26,2,14,0,1,36,1,8,48,2,2,0
0,22,2,18,0,0,43,3,0,0,5,0,1
0,73,5,8,0,0,43,3,0,0,5,0,1
1,34,2,4,0,1,36,1,10,70,4,2,0
0,39,2,14,0,0,43,3,0,0,5,2,1
0,72,5,9,0,1,19,1,10,70,4,2,0
1,35,3,14,0,1,15,1,8,48,2,2,0
1,29,3,18,0,1,19,1,12,24,0,2,0
0,51,1,14,1,1,10,1,8,16,6,2,0
1,50,2,3,0,1,37,1,8,48,2,2,0
0,40,2,20,0,1,33,1,8,48,2,2,0
1,57,2,14,0,1,33,1,8,48,4,2,0
0,56,2,20,0,1,19,1,8,40,4,2,0
0,59,1,20,0,0,43,3,0,0,5,0,1
0,33,3,3,0,1,10,1,8,48,2,2,0
1,25,3,20,0,1,32,2,8,48,2,2,0
1,48,2,14,0,1,22,0,8,48,2,2,0
0,38,2,4,0,0,43,3,0,0,5,2,1
0,19,3,12,0,0,43,3,0,0,5,2,2
1,46,2,14,0,1,32,1,8,48,2,2,0
0,40,2,14,0,1,19,2,4,24,0,0,0
1,19,3,14,0,1,11,1,8,48,2,2,0
0,15,3,12,0,1,32,2,8,48,7,0,0
0,42,5,20,0,1,42,1,8,40,1,2,0
1,32,3,20,0,1,10,1,8,48,2,2,0
1,27,3,20,0,0,43,3,0,0,5,0,2
0,56,1,14,0,0,43,3,0,0,5,2,1
1,23,3,0,0,1,10,1,8,48,2,2,0
0,28,2,3,0,0,43,3,0,0,5,1,2
1,30,3,14,0,1,19,1,8,48,4,2,0
1,25,3,0,0,0,43,3,0,0,5,0,1
1,25,2,2,0,1,10,2,8,48,2,2,0
0,23,2,2,0,1,10,2,8,48,2,2,0
0,18,3,14,0,1,8,1,8,56,3,2,0
1,39,2,11,0,1,19,1,8,56,4,2,0
0,33,2,14,0,1,36,1,8,56,7,2,0
0,35,3,14,0,1,36,1,8,32,7,2,0
1,44,2,14,0,1,11,1,12,60,2,2,0
0,40,2,20,0,0,43,3,0,0,5,0,1
1,41,2,14,0,1,30,1,8,40,1,2,0
0,39,2,20,0,1,10,1,8,40,1,2,0
1,60,2,0,0,1,11,1,8,48,2,2,0
0,51,2,14,0,1,31,1,8,40,1,2,0
1,26,3,14,0,1,24,1,8,56,2,2,0
0,23,3,20,0,1,29,1,8,40,2,2,0
1,29,2,0,0,1,16,1,8,48,2,2,0
0,25,2,14,0,1,36,1,8,48,2,2,0
0,91,5,7,0,0,43,3,0,0,5,0,1
1,52,2,0,0,1,17,1,8,40,1,2,0
0,42,2,14,0,1,10,1,8,48,2,2,0
0,22,4,2,0,0,43,3,0,0,5,0,1
0,43,3,14,0,1,32,2,8,40,2,2,0
1,29,2,13,0,1,19,1,8,40,4,2,0
1,39,2,13,0,1,27,1,8,48,2,2,0
1,58,2,14,0,1,4,0,8,16,2,2,0
0,59,2,12,1,0,43,3,0,0,5,0,2
1,23,3,12,1,1,27,0,8,24,2,2,0
1,55,2,13,0,1,22,1,8,48,2,2,0
