PUFC04_SEX,PUFC05_AGE,PUFC06_MSTAT,PUFC07_GRADE,PUFC09_GRADTECH,PUFC11_WORK,PUFC14_PROCC,PUFC17_NATEM,PUFC18_PNWHRS,PUFC19_PHOURS,PUFC23_PCLASS,PUFC41_WQTR,PUFNEWEMPSTAT
1,25,2,9,0,0,43,3,0,0,5,2,2
0,30,2,20,0,1,42,1,8,16,1,2,0
1,56,5,14,1,1,27,1,9,36,2,2,0
1,29,3,14,1,0,43,3,0,0,5,0,1
0,49,2,20,0,1,42,1,8,40,1,2,0
0,20,3,20,0,1,42,2,4,20,1,2,0
0,47,2,14,1,0,43,3,0,0,5,0,1
0,63,5,4,0,1,36,1,6,42,4,2,0
1,34,3,6,0,1,11,1,10,30,2,2,0
1,24,3,8,0,1,8,1,11,77,3,2,0
1,39,2,12,0,1,34,1,12,84,2,2,0
0,33,2,13,0,1,8,1,5,15,3,2,0
1,49,2,14,0,1,11,1,13,91,2,2,0
0,56,2,14,0,1,36,1,10,70,4,2,0
0,24,2,2,0,0,43,3,0,0,5,0,1
1,38,2,14,0,1,10,2,12,84,2,2,0
1,48,3,7,0,1,8,1,4,28,3,2,0
1,48,3,20,0,1,32,1,8,40,1,2,0
1,51,2,12,0,1,34,1,11,11,1,2,0
0,51,2,4,0,1,8,1,12,72,3,2,0
0,78,5,6,0,0,43,3,0,0,5,0,1
1,26,2,14,1,1,11,1,11,77,2,2,0
0,26,2,20,0,0,43,3,0,0,5,0,1
1,52,2,14,0,0,43,3,0,0,5,2,2
0,43,2,12,0,0,43,3,0,0,5,0,1
1,25,3,20,1,1,27,1,10,60,2,2,0
1,22,3,14,1,0,43,3,0,0,5,0,2
1,32,2,13,0,1,35,1,2,14,2,2,0
0,31,2,14,0,1,36,1,12,60,2,2,0
0,75,2,6,0,0,43,3,0,0,5,0,1
1,44,2,12,0,1,19,1,12,72,4,2,0
1,54,2,4,0,1,26,1,2,14,4,2,0
0,57,2,4,0,0,43,3,0,0,5,0,1
1,26,1,14,1,1,32,2,16,112,2,2,0
0,23,3,14,0,1,34,1,12,72,2,2,0
0,22,3,20,0,1,36,2,11,66,2,2,0
0,20,3,14,0,1,36,2,11,77,2,2,0
1,59,2,13,0,1,11,1,4,8,3,2,0
1,21,3,12,0,1,22,2,8,48,2,2,0
1,19,3,12,0,1,22,2,8,48,2,0,0
1,25,3,5,0,1,22,2,8,40,2,2,0
0,28,2,20,0,1,36,1,8,16,2,2,0
1,60,2,4,0,1,22,1,2,14,2,2,0
1,47,2,8,0,1,36,1,11,77,4,2,0
0,53,2,20,0,1,22,1,11,77,7,2,0
0,62,5,12,0,0,43,3,0,0,5,0,1
0,35,2,20,1,1,42,1,8,40,1,2,0
0,51,2,20,0,0,43,3,0,0,5,0,1
1,29,2,12,0,1,22,1,13,91,2,2,0
0,38,2,20,0,0,43,3,0,0,5,0,1
1,36,2,14,0,1,22,1,8,48,2,2,0
0,23,2,12,0,0,43,3,0,0,5,0,1
1,67,2,4,0,1,11,1,3,9,3,2,0
0,58,2,9,0,1,36,1,5,35,4,2,0
1,27,3,3,1,1,10,1,10,70,2,2,0
1,21,3,14,1,0,43,3,0,0,5,0,2
1,42,2,9,0,1,32,1,8,48,4,2,0
0,42,2,20,0,1,15,1,8,40,1,2,0
1,36,2,4,0,1,32,1,8,40,2,2,0
1,64,3,4,0,0,43,3,0,0,5,0,1
0,60,5,20,0,0,43,3,0,0,5,0,1
1,28,3,3,0,0,43,3,0,0,5,1,1
1,39,2,14,1,1,22,1,8,48,2,2,0
0,38,2,14,0,0,43,3,0,0,5,0,1
1,33,2,0,0,1,19,1,12,84,4,2,0
1,59,2,14,0,1,25,1,6,12,4,2,0
1,18,3,9,0,1,1,2,2,10,7,2,0
1,26,2,13,0,1,25,1,2,10,4,2,0
0,29,2,13,0,1,1,1,2,10,7,2,0
1,30,3,3,1,1,7,2,5,20,1,2,0
1,20,3,6,0,1,25,2,4,12,4,2,0
1,35,2,7,0,1,1,1,4,8,2,2,0
0,45,2,13,0,0,43,3,0,0,5,0,1
1,23,2,14,0,1,22,2,6,30,2,2,0
0,25,2,14,0,1,19,1,8,48,4,2,0
1,20,2,11,0,1,14,2,8,56,2,2,0
1,22,2,4,0,1,25,1,6,24,4,2,0
0,23,2,7,0,0,43,3,0,0,5,1,1
1,25,2,13,0,1,11,1,7,49,2,2,0
0,25,2,20,0,1,19,1,4,20,4,2,0
0,29,3,20,0,1,6,2,8,40,1,2,0
1,36,2,14,0,1,25,1,5,20,4,2,0
1,58,2,7,0,1,25,1,4,20,4,2,0
0,53,2,12,0,1,1,1,4,20,7,2,0
1,23,3,14,0,1,22,2,7,42,2,2,0
1,15,3,11,0,1,1,2,5,10,7,2,0
1,25,2,4,0,1,25,2,4,28,4,2,0
1,51,2,7,0,1,25,1,5,35,4,2,0
0,27,3,11,0,1,1,2,4,28,7,2,0
1,25,3,8,0,0,43,3,0,0,5,1,1
1,21,3,8,0,0,43,3,0,0,5,1,1
1,50,2,14,0,1,31,1,8,40,1,2,0
0,48,2,19,0,0,43,3,0,0,5,1,1
1,30,2,4,0,0,43,3,0,0,5,1,1
1,20,3,14,0,1,22,2,8,48,2,2,0
0,18,2,3,0,0,43,3,0,0,5,1,1
1,25,3,0,0,1,22,2,8,48,2,2,0
1,36,2,8,0,1,22,1,11,77,2,2,0
0,39,2,7,0,0,43,3,0,0,5,1,1
1,18,2,4,0,1,25,2,5,35,4,2,0
1,31,2,8,0,1,25,1,2,14,4,2,0
1,56,2,15,0,1,25,2,5,35,4,2,0
0,48,2,15,0,1,1,2,5,35,7,2,0
0,16,3,8,0,1,1,2,5,35,7,2,0
1,56,2,14,0,1,7,1,8,40,1,2,0
0,56,2,4,0,1,7,1,8,40,1,2,0
0,21,3,20,0,0,43,3,0,0,5,1,2
1,34,2,3,0,1,25,1,5,35,4,2,0
1,32,2,20,0,1,25,1,5,35,4,2,0
0,33,2,20,0,1,31,1,8,40,1,2,0
1,24,3,4,0,0,43,3,0,0,5,2,1
1,23,2,5,0,1,25,1,7,49,4,2,0
0,22,2,5,0,0,43,3,0,0,5,0,1
1,32,2,4,0,1,25,1,5,25,4,2,0
0,47,2,13,0,1,1,1,3,15,7,2,0
0,17,3,4,0,1,1,1,3,15,7,2,0
1,57,2,11,0,1,25,1,6,36,4,2,0
0,49,2,9,0,0,43,3,0,0,5,2,1
1,20,3,9,0,1,1,1,4,24,7,2,0
1,45,2,5,0,1,25,1,5,30,4,2,0
0,45,2,7,0,0,43,3,0,0,5,1,1
1,25,2,11,0,1,25,1,4,28,4,2,0
0,25,2,9,0,0,43,3,0,0,5,0,1
1,33,2,5,0,1,25,1,3,24,4,2,0
0,32,2,4,0,1,1,1,3,24,7,2,0
1,67,2,4,0,1,25,1,5,35,4,2,0
0,35,2,14,0,1,1,1,2,14,7,2,0
1,62,2,15,0,1,25,1,6,42,4,2,0
0,46,2,7,0,1,1,1,4,28,7,2,0
1,20,3,9,0,1,1,1,6,42,7,2,0
1,15,3,11,0,0,43,3,0,0,5,0,1
1,31,2,11,0,1,25,1,6,42,4,2,0
0,29,2,12,0,1,1,1,6,30,7,2,0
1,59,2,5,0,1,25,1,6,42,4,2,0
0,46,2,6,0,1,1,1,6,30,7,2,0
1,20,3,4,0,1,25,1,6,42,4,2,0
1,25,2,11,0,1,25,1,7,42,4,2,0
0,26,2,13,0,0,43,3,0,0,5,0,1
0,45,2,5,0,1,19,1,12,84,4,2,0
1,18,3,4,0,1,1,1,6,42,7,2,0
1,29,2,9,0,1,11,1,10,70,2,2,0
1,55,2,20,0,1,7,1,8,40,1,2,0
0,56,2,0,0,0,43,3,0,0,5,1,1
1,41,2,0,0,1,11,1,9,63,2,2,0
0,55,2,13,0,1,19,1,12,84,4,2,0
1,44,2,11,0,1,25,1,4,28,4,2,0
1,48,2,12,0,1,25,1,6,42,4,2,0
0,28,2,13,0,1,1,1,6,36,7,2,0
1,54,2,15,0,1,25,1,5,35,4,2,0
0,51,2,5,0,0,43,3,0,0,5,0,1
1,36,3,14,0,1,11,1,9,63,2,2,0
0,33,3,14,0,1,19,1,8,56,4,2,0
0,25,3,14,0,1,19,1,12,84,4,2,0
1,67,5,4,0,1,19,1,9,54,4,2,0
0,16,3,13,0,1,36,2,4,28,7,2,0
1,44,5,14,0,1,25,1,4,12,4,2,0
1,34,2,9,0,1,25,1,3,15,4,2,0
0,32,2,11,0,1,19,1,9,54,4,2,0
0,16,3,14,0,1,36,2,2,14,7,2,0
1,47,2,8,0,1,25,1,4,16,4,2,0
1,61,2,8,0,1,25,1,4,8,4,2,0
0,41,2,9,0,1,1,2,4,8,7,2,0
1,19,2,0,0,0,25,2,4,0,4,2,0
1,46,2,9,0,1,25,1,4,12,4,2,0
0,52,2,7,0,1,1,2,3,9,7,2,0
1,26,2,4,0,1,36,1,8,40,4,2,0
1,36,2,14,0,1,34,1,8,72,2,2,0
0,35,2,6,0,0,43,3,0,0,5,0,1
1,48,3,4,0,1,25,1,5,30,4,2,0
1,67,1,7,0,1,25,1,4,20,4,2,0
1,29,2,4,0,1,25,1,6,30,4,2,0
0,23,2,13,0,1,19,1,12,72,4,2,0
1,53,2,5,0,1,25,1,4,20,4,2,0
0,39,2,6,0,1,8,1,12,72,3,2,0
1,50,2,14,0,1,11,1,5,30,2,2,0
0,48,2,9,0,1,25,1,6,42,4,2,0
1,22,3,14,1,1,22,2,8,48,2,2,0
1,21,3,14,1,1,14,1,8,48,2,2,0
1,16,3,4,0,1,1,2,3,15,7,2,0
0,40,2,7,0,1,1,1,6,30,7,2,0
1,26,2,14,0,1,22,2,8,48,2,2,0
1,45,2,4,0,1,25,1,5,30,4,2,0
0,22,2,8,0,0,43,3,0,0,5,0,1
0,62,1,4,0,1,8,1,6,30,3,2,0
0,58,2,8,0,1,36,1,8,24,4,2,0
1,21,3,14,0,0,43,3,0,0,5,0,2
1,31,2,4,0,1,11,1,8,48,2,2,0
0,39,2,0,0,1,36,1,6,18,4,2,0
1,69,5,8,0,1,1,2,6,36,2,2,0
1,44,2,8,0,1,1,2,10,60,2,2,0
0,51,2,3,0,1,32,2,6,36,3,2,0
1,33,2,14,0,1,11,1,8,56,2,2,0
0,31,2,14,0,1,1,0,4,24,2,0,0
1,53,2,8,0,1,1,0,8,40,2,2,0
0,47,2,9,0,1,1,0,8,40,2,2,0
1,63,2,5,0,1,1,0,8,8,2,2,0
0,55,2,7,0,1,1,0,8,8,2,2,0
0,64,5,4,0,1,25,1,2,6,4,2,0
1,37,3,14,0,1,1,1,8,56,2,2,0
1,15,3,11,0,1,1,2,8,56,2,0,0
1,51,2,14,0,1,2,1,10,70,1,2,0
0,51,2,4,0,1,19,1,14,84,4,2,0
1,17,3,13,0,1,1,0,8,8,2,0,0
1,23,2,3,0,1,11,1,8,48,2,2,0
0,26,2,14,0,1,36,2,8,48,4,0,0
1,23,2,7,0,1,1,0,8,16,2,2,0
1,41,2,7,0,1,4,2,8,56,2,2,0
0,44,2,4,0,1,25,1,3,28,4,2,0
1,16,3,14,0,1,1,1,3,15,7,0,0
1,78,5,4,0,1,25,1,4,16,4,2,0
1,39,2,4,0,1,4,2,8,56,2,2,0
0,69,5,6,0,1,1,0,8,40,2,2,0
1,53,2,4,0,1,1,2,8,8,2,2,0
0,49,2,9,0,1,1,2,8,8,2,2,0
1,50,2,9,0,1,25,1,8,24,4,2,0
0,45,2,13,0,1,19,1,10,60,4,2,0
0,26,3,13,0,1,1,2,8,16,7,2,0
1,50,2,8,0,1,25,1,2,8,4,2,0
0,46,2,13,0,1,1,1,2,6,7,2,0
0,35,2,11,0,1,25,1,2,4,4,2,0
1,16,3,13,0,1,1,2,1,3,7,2,0
1,36,2,7,0,1,1,0,8,56,2,2,0
0,32,2,0,0,1,1,0,8,56,2,2,0
0,34,2,20,0,1,42,1,8,40,1,2,0
1,59,5,7,0,1,25,1,8,56,4,2,0
1,42,2,5,0,1,1,2,8,16,2,2,0
0,38,2,4,0,1,19,1,12,24,4,2,0
1,18,3,12,0,1,1,0,8,40,2,2,0
1,44,2,4,0,1,25,1,8,40,4,2,0
0,43,2,9,0,1,19,2,8,16,4,2,0
1,48,2,14,0,1,25,1,1,3,4,2,0
1,21,3,14,0,1,1,1,1,3,7,2,0
0,23,3,3,0,1,19,1,12,72,4,2,0
1,57,2,0,0,1,2,1,10,70,1,2,0
0,54,2,12,0,1,25,1,2,4,4,2,0
1,33,2,3,0,1,11,1,8,56,2,2,0
0,23,2,14,0,0,43,3,0,0,5,0,1
1,53,2,4,0,1,1,0,4,24,2,2,0
0,40,2,14,0,1,8,0,4,12,3,2,0
1,33,2,5,0,1,25,1,4,12,4,2,0
1,15,3,15,0,1,1,2,3,21,7,2,0
1,34,2,12,0,1,25,1,5,25,4,2,0
0,30,2,14,0,1,1,1,5,20,7,2,0
1,46,2,14,0,1,25,1,4,24,4,2,0
0,45,2,14,0,1,19,1,9,45,4,2,0
1,21,3,0,0,0,43,3,0,0,5,2,1
1,19,3,0,0,0,43,3,0,0,5,2,1
1,19,3,11,0,0,43,3,0,0,5,2,1
1,38,2,12,0,1,11,1,4,28,2,2,0
1,41,2,3,0,1,11,1,6,30,2,2,0
0,40,2,2,0,1,25,1,3,18,4,2,0
1,16,3,4,0,1,1,2,3,21,7,2,0
1,61,2,9,0,1,25,1,6,18,4,2,0
0,49,2,4,0,1,1,1,5,15,7,2,0
1,28,3,7,0,1,1,1,6,24,7,2,0
1,27,3,9,0,1,1,1,3,12,7,2,0
1,20,3,9,0,0,43,3,0,0,5,2,1
1,18,3,4,0,0,43,3,0,0,5,0,1
0,44,5,14,0,0,43,3,0,0,5,2,1
1,19,3,9,0,1,1,2,7,28,2,2,0
1,58,2,7,0,1,22,1,5,30,2,2,0
0,52,2,14,0,0,43,3,0,0,5,2,1
0,31,1,4,0,1,19,1,13,91,4,2,0
1,36,2,12,0,1,11,1,6,42,2,2,0
0,33,2,14,0,0,43,3,0,0,5,0,1
0,57,5,13,0,1,19,1,10,70,4,2,0
0,23,3,9,0,1,22,2,4,20,7,2,0
0,21,3,9,0,1,22,2,2,14,7,2,0
1,48,5,0,0,1,11,1,9,36,2,2,0
0,72,5,14,0,1,19,1,12,84,4,2,0
1,33,2,14,0,1,25,1,7,49,4,2,0
0,34,2,0,0,0,43,3,0,0,5,0,1
1,34,2,14,0,1,11,1,8,32,2,2,0
1,46,2,12,0,1,25,1,8,32,4,2,0
1,23,3,14,0,1,1,1,3,6,7,2,0
1,47,2,9,0,1,25,1,5,30,4,2,0
0,45,2,4,0,0,43,3,0,0,5,0,1
1,54,2,20,0,1,34,1,8,24,1,2,0
0,56,2,3,0,0,43,3,0,0,5,0,1
1,30,1,12,0,1,11,2,8,8,2,2,0
0,27,1,16,0,1,18,1,8,40,2,2,0
1,39,2,0,0,1,42,1,7,42,2,2,0
0,62,5,3,0,0,43,3,0,0,5,0,1
0,34,1,3,0,1,19,1,9,45,4,2,0
0,32,1,0,0,0,43,3,0,0,5,2,1
0,25,1,9,0,0,43,3,0,0,5,1,1
1,26,2,9,0,1,25,1,4,20,4,2,0
1,52,2,8,0,1,25,1,5,10,4,2,0
1,27,3,9,0,1,1,2,2,6,7,2,0
1,23,3,4,0,0,43,3,0,0,5,2,1
1,27,2,4,0,1,25,1,9,18,4,2,0
0,73,5,4,0,1,25,1,4,16,4,2,0
1,67,2,12,0,1,25,1,4,20,4,2,0
0,68,2,4,0,1,1,1,3,12,7,2,0
1,61,2,4,0,1,25,1,4,20,4,2,0
0,66,2,0,0,1,1,1,5,25,7,2,0
1,53,2,4,0,1,26,1,3,21,4,2,0
0,52,2,9,0,0,43,3,0,0,5,0,1
1,35,2,14,0,1,1,2,8,48,2,2,0
1,59,2,4,0,1,26,1,6,36,4,2,0
0,69,2,12,0,1,25,1,3,15,4,2,0
1,41,3,4,0,1,1,2,8,48,2,2,0
1,42,2,8,0,1,26,1,6,36,4,2,0
0,46,2,14,0,1,1,1,4,16,7,2,0
1,35,2,4,0,1,26,1,6,36,4,2,0
0,33,2,11,0,1,1,1,4,20,7,2,0
1,37,2,14,0,1,25,1,5,30,4,2,0
0,35,2,20,0,1,1,1,3,15,7,2,0
1,27,2,13,0,1,25,1,8,36,4,2,0
0,30,2,14,0,1,1,1,4,16,7,2,0
1,49,2,12,0,1,25,1,5,20,4,2,0
0,53,2,20,0,1,1,1,4,12,7,2,0
1,22,2,14,0,1,1,2,8,48,2,2,0
1,28,2,9,0,1,1,2,8,48,2,2,0
1,70,2,8,0,1,25,1,5,30,4,2,0
0,65,2,4,0,1,40,1,4,8,4,2,0
1,49,2,4,0,1,25,1,5,25,4,2,0
0,57,2,4,0,1,1,1,3,9,7,2,0
0,43,5,4,0,1,1,2,8,48,2,2,0
1,26,2,14,1,1,1,2,8,48,2,2,0
1,38,2,11,0,1,14,1,8,48,2,2,0
1,57,2,14,0,1,25,1,5,20,4,2,0
0,56,2,14,0,1,1,1,3,12,7,2,0
1,34,2,4,0,1,26,1,6,36,4,2,0
0,35,2,4,0,1,36,1,4,24,4,2,0
0,33,2,14,0,1,36,1,8,48,2,2,0
1,34,2,14,0,1,33,1,10,60,4,2,0
0,32,2,12,0,1,41,1,4,12,4,2,0
1,63,2,8,0,1,26,1,6,36,4,2,0
0,56,2,4,0,1,1,2,8,48,2,2,0
1,28,3,14,0,1,14,1,8,48,2,2,0
1,34,2,0,0,0,25,1,5,0,4,2,0
0,34,2,0,0,0,43,3,0,0,5,0,1
1,73,5,6,0,1,25,1,4,12,4,2,0
1,35,3,4,0,1,1,1,4,12,7,2,0
1,39,2,8,0,1,25,1,4,12,4,2,0
0,31,2,9,0,1,1,1,4,12,7,2,0
1,23,2,11,0,1,25,1,4,12,4,2,0
1,53,2,14,0,1,25,1,6,12,4,2,0
1,62,2,8,0,1,7,1,4,16,1,2,0
1,31,3,14,0,0,43,3,0,0,5,0,2
1,25,3,14,0,1,34,1,6,42,1,2,0
1,28,2,14,0,1,25,1,5,20,4,2,0
1,60,2,8,0,1,25,1,4,16,4,2,0
0,43,2,3,0,0,43,3,0,0,5,0,1
1,18,3,2,0,1,26,2,6,18,4,0,0
1,41,2,14,0,1,25,1,4,16,4,2,0
0,44,5,20,0,1,42,1,8,40,1,2,0
1,66,2,0,0,1,25,1,3,9,4,2,0
0,69,2,13,0,0,43,3,0,0,5,0,1
1,46,2,9,0,1,25,1,4,12,0,2,0
0,49,2,14,0,1,19,1,8,48,4,2,0
0,54,2,11,0,1,8,1,8,56,3,2,0
1,58,2,13,0,1,33,1,8,56,4,2,0
0,55,2,12,0,0,43,3,0,0,5,1,1
0,80,3,20,0,0,43,3,0,0,5,0,1
0,69,1,4,0,0,43,3,0,0,5,1,1
1,69,2,14,0,0,43,3,0,0,5,0,1
0,67,2,14,0,1,14,1,8,56,4,2,0
1,36,2,20,0,1,36,1,9,54,2,2,0
0,35,2,20,0,1,42,1,8,40,1,2,0
1,46,2,14,0,1,33,1,5,35,4,2,0
1,25,3,14,0,1,22,1,8,48,2,2,0
1,38,2,20,0,1,42,1,8,40,1,2,0
0,33,2,2,0,0,43,3,0,0,5,0,1
0,62,2,20,0,1,33,1,8,40,1,2,0
0,35,3,20,0,1,42,1,8,40,1,2,0
1,65,2,13,0,1,33,1,5,5,4,2,0
0,58,2,2,0,0,43,3,0,0,5,1,1
1,30,3,14,0,1,33,1,5,5,4,2,0
1,27,3,20,0,1,6,2,8,48,2,2,0
1,52,2,20,0,1,38,1,8,48,2,2,0
0,44,2,20,0,1,10,1,8,40,2,2,0
1,82,5,8,0,0,43,3,0,0,5,0,1
0,40,3,14,0,1,33,1,8,48,4,2,0
0,65,1,12,0,0,43,3,0,0,5,0,1
0,53,3,14,0,1,8,1,8,28,3,2,0
0,52,1,14,0,0,43,3,0,0,5,1,1
0,27,3,14,0,1,19,2,2,14,4,2,0
1,56,2,14,0,1,4,1,8,40,1,2,0
0,60,2,12,0,1,19,1,7,42,4,2,0
1,27,3,14,0,1,32,2,7,35,7,2,0
0,24,3,14,0,1,32,2,7,35,7,2,0
0,60,5,14,0,1,31,1,8,24,1,2,0
1,38,3,20,0,1,5,1,8,40,1,2,0
1,36,1,12,0,1,33,1,6,42,4,2,0
0,67,5,14,0,0,43,3,0,0,5,1,1
1,42,3,14,0,1,33,1,6,42,4,2,0
1,78,5,9,0,0,43,3,0,0,5,0,1
1,34,2,14,0,1,33,1,9,54,4,2,0
0,33,2,20,0,0,43,3,0,0,5,1,1
1,36,2,12,0,1,26,1,6,36,4,2,0
0,32,2,4,0,1,26,1,4,24,4,2,0
0,47,2,2,0,1,40,1,6,36,4,2,0
1,45,2,9,0,1,1,2,8,48,2,2,0
1,46,2,4,0,1,1,1,8,48,2,2,0
1,18,3,8,0,1,1,2,8,48,2,2,0
1,20,3,14,0,1,1,1,3,9,7,2,0
1,31,2,4,0,1,14,1,10,70,2,2,0
0,30,2,11,0,0,43,3,0,0,5,0,1
1,68,2,8,0,0,43,3,0,0,5,0,1
0,72,2,11,0,1,7,1,8,40,1,2,0
1,33,2,14,1,1,33,1,10,60,4,2,0
0,29,2,14,1,1,19,1,10,60,4,2,0
1,38,2,6,0,1,1,2,8,48,2,2,0
1,60,2,12,0,1,25,1,4,24,4,2,0
0,53,2,13,0,1,7,1,8,40,1,2,0
1,24,3,20,0,0,43,3,0,0,5,1,2
1,20,3,20,0,0,43,3,0,0,5,1,2
1,18,3,17,0,0,43,3,0,0,5,1,1
1,53,2,9,0,1,25,1,5,20,4,2,0
0,55,2,6,0,1,1,1,3,12,7,2,0
0,22,3,14,0,1,1,1,3,12,7,2,0
1,38,2,20,1,1,8,1,8,40,1,2,0
0,35,2,12,0,0,43,3,0,0,5,0,1
1,34,2,13,0,1,25,1,4,24,4,2,0
1,64,2,7,0,1,1,2,8,48,2,2,0
1,22,3,9,0,1,1,2,8,24,2,2,0
0,16,3,7,0,0,43,3,0,0,5,1,1
0,57,5,9,0,1,25,1,5,25,4,2,0
0,34,2,4,0,1,25,1,5,20,4,2,0
1,39,2,8,0,1,33,1,10,60,4,2,0
1,20,3,14,0,1,8,2,10,60,3,2,0
1,58,2,4,0,1,25,1,5,25,4,2,0
0,51,2,14,0,1,1,1,3,15,7,2,0
1,58,2,11,0,0,43,3,0,0,5,0,2
1,63,2,9,0,1,25,1,6,30,4,2,0
0,63,2,9,0,1,1,1,3,15,7,2,0
1,30,3,6,0,1,1,2,8,48,2,2,0
1,20,3,6,0,1,1,2,8,48,2,2,0
0,52,1,4,0,1,19,1,3,6,4,2,0
1,72,2,4,0,1,26,1,5,25,4,2,0
0,75,2,14,0,0,43,3,0,0,5,0,1
1,44,2,20,1,0,43,3,0,0,5,0,2
0,47,2,3,1,1,5,2,8,40,1,2,0
1,38,2,7,0,1,26,1,12,84,4,2,0
1,42,2,2,1,1,8,2,8,40,1,2,0
1,87,5,12,0,0,43,3,0,0,5,0,1
0,43,2,0,0,1,25,1,1,7,4,2,0
1,44,2,14,0,0,43,3,0,0,5,0,2
1,58,2,2,0,1,8,1,8,40,1,2,0
1,22,3,2,0,0,43,3,0,0,5,1,1
1,49,5,6,0,1,1,1,8,32,2,2,0
1,19,3,5,0,1,1,1,8,32,2,2,0
1,45,2,4,0,1,26,1,3,9,4,2,0
0,45,2,13,0,0,43,3,0,0,5,1,1
1,26,3,20,1,1,22,1,1,2,2,2,0
1,24,3,14,0,1,1,1,3,9,7,2,0
1,20,3,14,0,1,8,1,12,72,3,2,0
1,36,2,20,0,1,24,1,8,40,1,2,0
0,36,2,20,0,1,18,1,12,60,2,2,0
0,35,1,20,0,1,30,1,8,40,1,2,0
1,45,2,20,0,1,0,1,8,48,2,2,0
0,42,2,20,0,1,5,1,8,40,2,2,0
0,67,5,2,0,0,43,3,0,0,5,0,1
1,63,2,20,0,1,26,1,4,16,4,2,0
0,43,2,4,0,1,8,1,12,84,3,2,0
1,26,3,20,0,0,43,3,0,0,5,0,1
1,65,2,7,0,1,25,1,3,9,4,2,0
0,52,2,11,0,0,43,3,0,0,5,0,1
1,23,3,20,0,1,8,2,8,40,1,2,0
1,40,2,3,0,1,11,1,10,70,2,2,0
0,39,2,20,0,1,5,2,8,40,1,2,0
1,60,2,4,0,1,26,1,7,21,4,2,0
0,55,2,4,0,1,31,1,12,72,3,2,0
1,47,2,4,0,1,26,1,6,24,4,2,0
0,22,3,14,1,0,43,3,0,0,5,0,1
1,55,2,20,1,1,5,1,8,40,1,2,0
0,56,2,3,0,1,33,1,8,16,0,2,0
1,43,2,20,0,1,1,2,8,24,2,2,0
0,37,2,14,0,1,31,2,8,8,1,2,0
0,41,2,12,0,1,19,1,8,56,4,2,0
0,24,3,14,0,0,43,3,0,0,5,0,1
1,22,5,14,0,1,14,2,8,48,2,2,0
0,20,3,20,0,0,43,3,0,0,5,2,1
1,42,2,14,0,1,33,1,10,50,4,2,0
0,48,2,14,0,1,26,1,8,8,4,2,0
1,73,2,20,0,0,43,3,0,0,5,0,1
1,39,2,14,0,1,8,1,10,60,3,2,0
0,38,2,12,0,1,8,1,8,16,3,2,0
1,57,2,9,0,0,43,3,0,0,5,0,1
0,59,2,3,0,0,24,1,8,0,1,2,0
1,33,2,13,0,1,1,1,8,40,2,2,0
1,58,5,7,0,1,25,1,1,7,4,2,0
1,22,3,3,0,0,43,3,0,0,5,1,2
0,78,5,4,0,1,25,1,1,4,4,2,0
1,80,2,12,0,0,25,1,1,0,4,2,0
0,79,2,12,0,0,43,3,0,0,5,0,1
1,44,2,14,0,1,33,1,3,21,4,2,0
0,42,2,12,0,0,43,3,0,0,5,0,1
1,18,2,14,0,1,36,2,8,8,2,2,0
1,77,2,4,0,1,25,1,3,18,4,2,0
1,45,2,12,0,1,25,1,4,12,4,2,0
0,41,2,12,0,0,43,3,0,0,5,0,1
1,22,3,14,0,1,1,2,6,12,2,2,0
1,54,3,14,0,0,43,3,0,0,5,0,1
1,45,2,14,0,1,8,2,6,36,3,2,0
1,39,2,4,0,1,22,2,8,40,2,2,0
1,60,2,4,0,1,25,1,1,7,4,2,0
0,55,2,4,0,1,19,1,10,65,4,2,0
1,21,3,20,0,1,42,1,8,40,2,2,0
1,49,2,15,0,1,1,0,8,48,2,2,0
0,46,2,12,0,1,1,0,8,48,2,2,0
1,23,3,20,0,1,22,2,8,48,2,2,0
1,54,2,18,0,1,23,1,8,32,2,2,0
1,51,2,14,0,1,33,1,8,16,4,2,0
0,50,2,14,0,1,1,1,8,16,7,2,0
1,19,3,6,0,0,43,3,0,0,5,1,1
0,33,2,20,0,1,19,1,10,60,4,2,0
1,38,2,6,0,1,33,1,8,48,4,2,0
0,52,2,20,0,1,36,1,8,48,2,2,0
1,55,2,14,0,1,22,2,8,48,2,2,0
0,52,2,0,0,0,43,3,0,0,5,0,1
1,50,2,20,0,1,38,1,8,40,1,2,0
0,44,2,20,0,1,42,1,8,40,1,2,0
1,21,3,20,0,0,43,3,0,0,5,1,2
0,22,3,20,0,1,8,2,10,60,3,2,0
1,65,2,12,0,1,12,1,5,25,2,2,0
0,75,2,20,0,0,43,3,0,0,5,0,1
1,47,2,2,0,1,25,1,4,24,4,2,0
0,61,2,14,0,1,1,1,3,15,7,2,0
1,60,2,20,0,0,43,3,0,0,5,0,1
0,69,2,20,0,0,43,3,0,0,5,0,1
0,35,3,20,0,1,42,1,8,40,1,2,0
0,81,5,4,0,1,25,1,4,20,4,2,0
0,44,2,3,0,1,5,1,8,40,1,2,0
0,48,5,2,0,1,19,1,10,60,4,2,0
0,60,5,20,0,1,5,1,8,40,1,2,0
0,26,3,20,0,1,5,1,8,40,2,2,0
0,48,2,4,0,1,19,1,8,48,4,2,0
1,45,2,12,0,1,19,1,8,48,4,2,0
0,21,3,13,0,1,36,1,8,32,4,2,0
